district,code,endorsedtrump,party,demp,repp,demc,repc,year,white,black,latino,asianandpacificislander,native,highschoolorgreater,bachelorsdegreeorhigher,medianincome
Pennsylvania's 12th,PA-12,Endorsed Trump,Republican,34,66,82825,161047,2018,94.400002,2.0999999,1.8,0.80000001,0.2,88.400002,22.299999,
Pennsylvania's 12th,PA-12,Endorsed Trump,Republican,,,,,2016,94.400002,2.0999999,1.8,0.80000001,0.2,88.400002,22.299999,
Pennsylvania's 12th,PA-12,Endorsed Trump,Republican,,,,,2014,94.400002,2.0999999,1.8,0.80000001,0.2,88.400002,22.299999,
Pennsylvania's 13th,PA-13,Republican,Republican,,,,,2014,94.5,2.5,1.7,0.40000001,0.1,88.5,19.299999,
Pennsylvania's 13th,PA-13,Republican,Republican,,,,,2016,94.5,2.5,1.7,0.40000001,0.1,88.5,19.299999,
Pennsylvania's 13th,PA-13,Republican,Republican,29.5,70.5,74733,178533,2018,94.5,2.5,1.7,0.40000001,0.1,88.5,19.299999,
Pennsylvania's 14th,PA-14,Republican,Republican,,,,,2016,94.599998,2.9000001,0.89999998,0.5,0,91.900002,25.799999,
Pennsylvania's 14th,PA-14,Republican,Republican,42.1,57.900002,110051,151386,2018,94.599998,2.9000001,0.89999998,0.5,0,91.900002,25.799999,
Pennsylvania's 14th,PA-14,Republican,Republican,,,,,2014,94.599998,2.9000001,0.89999998,0.5,0,91.900002,25.799999,
Pennsylvania's 15th,PA-15,Republican,Republican,,,,,2014,95.5,2.2,1.2,0.40000001,0.1,89.900002,19.299999,
Pennsylvania's 15th,PA-15,Republican,Republican,,,,,2016,95.5,2.2,1.2,0.40000001,0.1,89.900002,19.299999,
Pennsylvania's 15th,PA-15,Republican,Republican,32.2,67.800003,78327,165245,2018,95.5,2.2,1.2,0.40000001,0.1,89.900002,19.299999,
Pennsylvania's 16th,PA-16,Republican,Republican,,,,,2016,92.599998,4,1.7,0.5,0.1,91,26.5,
Pennsylvania's 16th,PA-16,Republican,Republican,,,,,2014,92.599998,4,1.7,0.5,0.1,91,26.5,
Pennsylvania's 16th,PA-16,Republican,Republican,47.3,51.599998,124109,135348,2018,92.599998,4,1.7,0.5,0.1,91,26.5,
Pennsylvania's 17th,PA-17,Democrat,Democratic,56.3,43.700001,183162,142417,2018,91.400002,5.1999998,1,1.3,0.1,94.599998,40,
Pennsylvania's 17th,PA-17,Democrat,Democratic,,,,,2016,91.400002,5.1999998,1,1.3,0.1,94.599998,40,
Pennsylvania's 17th,PA-17,Democrat,Democratic,,,,,2014,91.400002,5.1999998,1,1.3,0.1,94.599998,40,
Pennsylvania's 18th,PA-18,Democrat,Democratic,,,,,2014,78,16.6,1.8,1.7,0.1,93.199997,36.400002,
Pennsylvania's 18th,PA-18,Democrat,Democratic,,,,,2016,78,16.6,1.8,1.7,0.1,93.199997,36.400002,
Pennsylvania's 18th,PA-18,Democrat,Democratic,100,0,231472,0,2018,78,16.6,1.8,1.7,0.1,93.199997,36.400002,
Rhode Island's 1st,RI-01,Democrat,Democratic,59.5,40.200001,87060,58877,2014,77.699997,6.4000001,11.3,2.5,0.40000001,85.400002,32.799999,56013
Rhode Island's 1st,RI-01,Democrat,Democratic,66.7,33.099998,116099,57567,2018,77.699997,6.4000001,11.3,2.5,0.40000001,85.400002,32.799999,56013
Rhode Island's 1st,RI-01,Democrat,Democratic,64.5,35.099998,130534,71023,2016,77.699997,6.4000001,11.3,2.5,0.40000001,85.400002,32.799999,56013
Rhode Island's 2nd,RI-02,Democrat,Democratic,58.1,30.700001,133108,70301,2016,85.199997,3.4000001,7.5999999,2.2,0.30000001,89.300003,33.200001,65736
Rhode Island's 2nd,RI-02,Democrat,Democratic,62.2,37.599998,105716,63844,2014,85.199997,3.4000001,7.5999999,2.2,0.30000001,89.300003,33.200001,65736
Rhode Island's 2nd,RI-02,Democrat,Democratic,63.5,36.299999,126476,72271,2018,85.199997,3.4000001,7.5999999,2.2,0.30000001,89.300003,33.200001,65736
South Carolina's 1st,SC-01,Endorsed Trump,Republican,0,93.400002,0,119392,2014,75.5,18.200001,3.3,1.4,0.2,92.699997,38.900002,64118
South Carolina's 1st,SC-01,Endorsed Trump,Republican,36.8,58.599998,119779,190410,2016,75.5,18.200001,3.3,1.4,0.2,92.699997,38.900002,64118
South Carolina's 1st,SC-01,Endorsed Trump,Democratic,50.6,49.200001,145455,141473,2018,75.5,18.200001,3.3,1.4,0.2,92.699997,38.900002,64118
South Carolina's 2nd,SC-02,Republican,Republican,42.5,56.299999,109199,144642,2018,71.300003,23,2.8,1.4,0.2,89.5,33.299999,57042
South Carolina's 2nd,SC-02,Republican,Republican,35.9,60.200001,109452,183746,2016,71.300003,23,2.8,1.4,0.2,89.5,33.299999,57042
South Carolina's 2nd,SC-02,Republican,Republican,35.3,62.400002,68719,121649,2014,71.300003,23,2.8,1.4,0.2,89.5,33.299999,57042
South Carolina's 3rd,SC-03,Endorsed Trump,Republican,28.8,71.199997,47181,116741,2014,77.900002,18.5,2,0.60000002,0.2,83.199997,21,44345
South Carolina's 3rd,SC-03,Endorsed Trump,Republican,31,67.800003,70046,153338,2018,77.900002,18.5,2,0.60000002,0.2,83.199997,21,44345
South Carolina's 3rd,SC-03,Endorsed Trump,Republican,27.1,72.800003,72933,196325,2016,77.900002,18.5,2,0.60000002,0.2,83.199997,21,44345
South Carolina's 4th,SC-04,Endorsed Trump,Republican,0,84.800003,0,126452,2014,74.300003,19.200001,3.5999999,1.6,0.2,86.599998,30.700001,51198
South Carolina's 4th,SC-04,Endorsed Trump,Republican,36.6,59.599998,89182,145321,2018,74.300003,19.200001,3.5999999,1.6,0.2,86.599998,30.700001,51198
South Carolina's 4th,SC-04,Endorsed Trump,Republican,31,67.199997,91676,198648,2016,74.300003,19.200001,3.5999999,1.6,0.2,86.599998,30.700001,51198
South Carolina's 5th,SC-05,Endorsed Trump,Republican,41.5,57,103129,141757,2018,68.599998,26.700001,2.3,0.80000001,0.40000001,85.199997,23.200001,48044
South Carolina's 5th,SC-05,Endorsed Trump,Republican,38.7,59.200001,105772,161669,2016,68.599998,26.700001,2.3,0.80000001,0.40000001,85.199997,23.200001,48044
South Carolina's 5th,SC-05,Endorsed Trump,Republican,41.1,58.900002,71985,103078,2014,68.599998,26.700001,2.3,0.80000001,0.40000001,85.199997,23.200001,48044
South Carolina's 6th,SC-06,Democrat,Democratic,70.1,27.6,177947,70099,2016,39.200001,56.400002,2.2,0.60000002,0.30000001,82.400002,19.299999,35546
South Carolina's 6th,SC-06,Democrat,Democratic,70.1,28.200001,144765,58282,2018,39.200001,56.400002,2.2,0.60000002,0.30000001,82.400002,19.299999,35546
South Carolina's 6th,SC-06,Democrat,Democratic,72.5,25.5,125747,44311,2014,39.200001,56.400002,2.2,0.60000002,0.30000001,82.400002,19.299999,35546
South Carolina's 7th,SC-07,Endorsed Trump,Republican,40,60,68576,102833,2014,68.5,27.6,1.7,0.69999999,0.5,85.099998,20.799999,42536
South Carolina's 7th,SC-07,Endorsed Trump,Republican,38.9,61,112744,176468,2016,68.5,27.6,1.7,0.69999999,0.5,85.099998,20.799999,42536
South Carolina's 7th,SC-07,Endorsed Trump,Republican,40.3,59.599998,96564,142681,2018,68.5,27.6,1.7,0.69999999,0.5,85.099998,20.799999,42536
South Dakota's At-Large,SD-AL,Endorsed Trump,Republican,36,60.299999,121033,202695,2018,87.699997,1,2,0.60000002,6.9000001,91.400002,27.799999,54126
South Dakota's At-Large,SD-AL,Endorsed Trump,Republican,33.5,66.5,92485,183834,2014,87.699997,1,2,0.60000002,6.9000001,91.400002,27.799999,54126
South Dakota's At-Large,SD-AL,Endorsed Trump,Republican,35.9,64.099998,132810,237163,2016,87.699997,1,2,0.60000002,6.9000001,91.400002,27.799999,54126
Tennessee's 1st,TN-01,Endorsed Trump,Republican,21,77.099998,47138,172835,2018,94.800003,2.0999999,1.3,0.40000001,0.30000001,84.099998,19.5,40411
Tennessee's 1st,TN-01,Endorsed Trump,Republican,0,82.800003,0,115533,2014,94.800003,2.0999999,1.3,0.40000001,0.30000001,84.099998,19.5,40411
Tennessee's 1st,TN-01,Endorsed Trump,Republican,15.4,78.400002,39024,198293,2016,94.800003,2.0999999,1.3,0.40000001,0.30000001,84.099998,19.5,40411
Tennessee's 2nd,TN-02,Endorsed Trump,Republican,24.4,75.599998,68401,212455,2016,90.199997,5.6999998,1.6,1,0.30000001,88.699997,30.200001,50711
Tennessee's 2nd,TN-02,Endorsed Trump,Republican,22.6,72.5,37612,120883,2014,90.199997,5.6999998,1.6,1,0.30000001,88.699997,30.200001,50711
Tennessee's 2nd,TN-02,Endorsed Trump,Republican,33.1,65.900002,86668,172856,2018,90.199997,5.6999998,1.6,1,0.30000001,88.699997,30.200001,50711
Tennessee's 3rd,TN-03,Endorsed Trump,Republican,28.8,66.400002,76727,176613,2016,85.5,10.4,1.8,0.89999998,0.30000001,85.300003,22.9,45751
Tennessee's 3rd,TN-03,Endorsed Trump,Republican,34.6,62.400002,53983,97344,2014,85.5,10.4,1.8,0.89999998,0.30000001,85.300003,22.9,45751
Tennessee's 3rd,TN-03,Endorsed Trump,Republican,34.5,63.700001,84731,156512,2018,85.5,10.4,1.8,0.89999998,0.30000001,85.300003,22.9,45751
Tennessee's 4th,TN-04,Endorsed Trump,Republican,35,65,89141,165796,2016,85.400002,8.6999998,2.5999999,1.1,0.2,86,22.6,51166
Tennessee's 4th,TN-04,Endorsed Trump,Republican,35.3,58.299999,51357,84815,2014,85.400002,8.6999998,2.5999999,1.1,0.2,86,22.6,51166
Tennessee's 4th,TN-04,Endorsed Trump,Republican,33.6,63.400002,78065,147323,2018,85.400002,8.6999998,2.5999999,1.1,0.2,86,22.6,51166
Tennessee's 5th,TN-05,Democrat,Democratic,67.8,32.200001,177923,84317,2018,68.199997,25,3.2,1.9,0.30000001,87.599998,36.700001,52985
Tennessee's 5th,TN-05,Democrat,Democratic,62.3,35.700001,96148,55078,2014,68.199997,25,3.2,1.9,0.30000001,87.599998,36.700001,52985
Tennessee's 5th,TN-05,Democrat,Democratic,62.6,37.400002,171111,102433,2016,68.199997,25,3.2,1.9,0.30000001,87.599998,36.700001,52985
Tennessee's 6th,TN-06,Endorsed Trump,Republican,21.8,71.099998,61995,202234,2016,92.300003,4.0999999,1.6,0.69999999,0.30000001,86.099998,21.299999,49934
Tennessee's 6th,TN-06,Endorsed Trump,Republican,28.3,69.5,70370,172810,2018,92.300003,4.0999999,1.6,0.69999999,0.30000001,86.099998,21.299999,49934
Tennessee's 6th,TN-06,Endorsed Trump,Republican,23,71.099998,37232,115231,2014,92.300003,4.0999999,1.6,0.69999999,0.30000001,86.099998,21.299999,49934
Tennessee's 7th,TN-07,Endorsed Trump,Republican,23.5,72.199997,65226,200407,2016,83.900002,10,3.2,1.3,0.30000001,87.900002,28.6,54233
Tennessee's 7th,TN-07,Endorsed Trump,Republican,26.8,70,42280,110534,2014,83.900002,10,3.2,1.3,0.30000001,87.900002,28.6,54233
Tennessee's 7th,TN-07,Endorsed Trump,Republican,32.1,66.900002,81661,170071,2018,83.900002,10,3.2,1.3,0.30000001,87.900002,28.6,54233
Tennessee's 8th,TN-08,Republican,Republican,25.1,68.800003,70925,194386,2016,76.400002,19.5,1.8,1.2,0.2,88.199997,28.9,55777
Tennessee's 8th,TN-08,Republican,Republican,24.6,70.800003,42433,122255,2014,76.400002,19.5,1.8,1.2,0.2,88.199997,28.9,55777
Tennessee's 8th,TN-08,Republican,Republican,30.1,67.699997,74755,168030,2018,76.400002,19.5,1.8,1.2,0.2,88.199997,28.9,55777
Tennessee's 9th,TN-09,Democrat,Democratic,80,19.200001,145139,34901,2018,28.799999,66.800003,2,1.1,0.1,84.699997,23.6,39067
Tennessee's 9th,TN-09,Democrat,Democratic,78.7,18.9,171631,41123,2016,28.799999,66.800003,2,1.1,0.1,84.699997,23.6,39067
Tennessee's 9th,TN-09,Democrat,Democratic,75,23.299999,87376,27173,2014,28.799999,66.800003,2,1.1,0.1,84.699997,23.6,39067
Texas' 1st,TX-01,Endorsed Trump,Republican,26.3,72.300003,61263,168165,2018,70.699997,18.6,8.6000004,0.89999998,0.30000001,83.400002,20.6,47282
Texas' 1st,TX-01,Endorsed Trump,Republican,24.1,73.900002,62847,192434,2016,70.699997,18.6,8.6000004,0.89999998,0.30000001,83.400002,20.6,47282
Texas' 1st,TX-01,Endorsed Trump,Republican,22.5,77.5,33476,115084,2014,70.699997,18.6,8.6000004,0.89999998,0.30000001,83.400002,20.6,47282
Texas' 2nd,TX-02,Republican,Republican,45.6,52.799999,119992,139188,2018,59,11.6,21,6.6999998,0.30000001,88.300003,40.799999,75989
Texas' 2nd,TX-02,Republican,Republican,29.6,67.900002,44462,101936,2014,59,11.6,21,6.6999998,0.30000001,88.300003,40.799999,75989
Texas' 2nd,TX-02,Republican,Republican,36,60.599998,100231,168692,2016,59,11.6,21,6.6999998,0.30000001,88.300003,40.799999,75989
Texas' 3rd,TX-03,Republican,Republican,34.6,61.200001,109420,193684,2016,68.5,9.6000004,10,9.8999996,0.40000001,93.900002,53.200001,90604
Texas' 3rd,TX-03,Republican,Republican,0,82,0,113404,2014,68.5,9.6000004,10,9.8999996,0.40000001,93.900002,53.200001,90604
Texas' 3rd,TX-03,Republican,Republican,44.2,54.200001,138234,169520,2018,68.5,9.6000004,10,9.8999996,0.40000001,93.900002,53.200001,90604
Texas' 4th,TX-04,Endorsed Trump,Republican,23,75.699997,57400,188667,2018,79.199997,10.7,7.1999998,0.80000001,0.60000002,86.199997,21.1,51945
Texas' 4th,TX-04,Endorsed Trump,Republican,0,100,0,115085,2014,79.199997,10.7,7.1999998,0.80000001,0.60000002,86.199997,21.1,51945
Texas' 4th,TX-04,Endorsed Trump,Republican,0,88,0,216643,2016,79.199997,10.7,7.1999998,0.80000001,0.60000002,86.199997,21.1,51945
Texas' 5th,TX-05,Endorsed Trump,Republican,0,80.599998,0,155469,2016,66.400002,16.1,14.4,1.5,0.5,80.199997,20.200001,50049
Texas' 5th,TX-05,Endorsed Trump,Republican,0,85.400002,0,88998,2014,66.400002,16.1,14.4,1.5,0.5,80.199997,20.200001,50049
Texas' 5th,TX-05,Endorsed Trump,Republican,37.5,62.299999,78666,130617,2018,66.400002,16.1,14.4,1.5,0.5,80.199997,20.200001,50049
Texas' 6th,TX-06,Endorsed Trump,Republican,36.4,61.099998,55027,92334,2014,58.700001,19.799999,15.3,4.3000002,0.30000001,87.900002,29.5,64748
Texas' 6th,TX-06,Endorsed Trump,Republican,45.4,53.099998,116350,135961,2018,58.700001,19.799999,15.3,4.3000002,0.30000001,87.900002,29.5,64748
Texas' 6th,TX-06,Endorsed Trump,Republican,39,58.299999,106667,159444,2016,58.700001,19.799999,15.3,4.3000002,0.30000001,87.900002,29.5,64748
Texas' 7th,TX-07,Endorsed Trump,Democratic,52.5,47.5,127959,115642,2018,55.700001,14.2,19.1,9.3999996,0.2,89.199997,49.200001,73591
Texas' 7th,TX-07,Endorsed Trump,Republican,34.5,63.299999,49478,90606,2014,55.700001,14.2,19.1,9.3999996,0.2,89.199997,49.200001,73591
Texas' 7th,TX-07,Endorsed Trump,Republican,43.8,56.200001,111991,143542,2016,55.700001,14.2,19.1,9.3999996,0.2,89.199997,49.200001,73591
Texas' 8th,TX-08,Republican,Republican,0,89.300003,0,125066,2014,73.900002,9.1000004,13.2,2.3,0.30000001,86.800003,29.9,66893
Texas' 8th,TX-08,Republican,Republican,24.9,73.400002,67930,200619,2018,73.900002,9.1000004,13.2,2.3,0.30000001,86.800003,29.9,66893
Texas' 8th,TX-08,Republican,Republican,0,100,0,236379,2016,73.900002,9.1000004,13.2,2.3,0.30000001,86.800003,29.9,66893
Texas' 9th,TX-09,Democrat,Democratic,80.6,19.4,152032,36491,2016,16.299999,47.599998,23.700001,11.2,0.2,77.599998,25.299999,46321
Texas' 9th,TX-09,Democrat,Democratic,90.8,0,78109,0,2014,16.299999,47.599998,23.700001,11.2,0.2,77.599998,25.299999,46321
Texas' 9th,TX-09,Democrat,Democratic,89.1,0,136256,0,2018,16.299999,47.599998,23.700001,11.2,0.2,77.599998,25.299999,46321
Texas' 10th,TX-10,Endorsed Trump,Republican,46.8,51.099998,144034,157166,2018,64.199997,11.4,18.6,4.3000002,0.2,88.400002,38.599998,72361
Texas' 10th,TX-10,Endorsed Trump,Republican,34.1,62.200001,60243,109726,2014,64.199997,11.4,18.6,4.3000002,0.2,88.400002,38.599998,72361
Texas' 10th,TX-10,Endorsed Trump,Republican,38.4,57.299999,120170,179221,2016,64.199997,11.4,18.6,4.3000002,0.2,88.400002,38.599998,72361
Texas' 11th,TX-11,Endorsed Trump,Republican,0,89.5,0,201871,2016,65,3.7,29.299999,0.60000002,0.40000001,81.800003,20.700001,54570
Texas' 11th,TX-11,Endorsed Trump,Republican,18.4,80.099998,40631,176603,2018,65,3.7,29.299999,0.60000002,0.40000001,81.800003,20.700001,54570
Texas' 11th,TX-11,Endorsed Trump,Republican,0,90.300003,0,107939,2014,65,3.7,29.299999,0.60000002,0.40000001,81.800003,20.700001,54570
Texas' 12th,TX-12,Republican,Republican,26.9,69.400002,76029,196482,2016,72,8.3999996,14.9,2.8,0.40000001,88.300003,31.1,64541
Texas' 12th,TX-12,Republican,Republican,26.3,71.300003,41757,113186,2014,72,8.3999996,14.9,2.8,0.40000001,88.300003,31.1,64541
Texas' 12th,TX-12,Republican,Republican,33.9,64.300003,90994,172557,2018,72,8.3999996,14.9,2.8,0.40000001,88.300003,31.1,64541
Texas' 13th,TX-13,Republican,Republican,12.8,84.300003,16822,110842,2014,73.199997,5.5,18.1,1.3,0.60000002,83.300003,20.200001,50854
Texas' 13th,TX-13,Republican,Republican,16.9,81.5,35083,169027,2018,73.199997,5.5,18.1,1.3,0.60000002,83.300003,20.200001,50854
Texas' 13th,TX-13,Republican,Republican,0,90,0,199050,2016,73.199997,5.5,18.1,1.3,0.60000002,83.300003,20.200001,50854
Texas' 14th,TX-14,Endorsed Trump,Republican,36.1,61.900002,52545,90116,2014,58.200001,20.9,17.1,2.5,0.30000001,85.400002,23.299999,57851
Texas' 14th,TX-14,Endorsed Trump,Republican,39.3,59.200001,92212,138942,2018,58.200001,20.9,17.1,2.5,0.30000001,85.400002,23.299999,57851
Texas' 14th,TX-14,Endorsed Trump,Republican,38.1,61.900002,99054,160631,2016,58.200001,20.9,17.1,2.5,0.30000001,85.400002,23.299999,57851
Texas' 15th,TX-15,Democrat,Democratic,57.3,37.700001,101712,66877,2016,22.4,2.4000001,73.599998,1.1,0.2,69.5,19.299999,42713
Texas' 15th,TX-15,Democrat,Democratic,54,43.299999,48708,39016,2014,22.4,2.4000001,73.599998,1.1,0.2,69.5,19.299999,42713
Texas' 15th,TX-15,Democrat,Democratic,59.7,38.799999,98333,63862,2018,22.4,2.4000001,73.599998,1.1,0.2,69.5,19.299999,42713
Texas' 16th,TX-16,Democrat,Democratic,68.5,27,124437,49127,2018,18.1,4.3000002,75.199997,1.2,0.30000001,79.099998,24,44891
Texas' 16th,TX-16,Democrat,Democratic,85.7,0,150228,0,2016,18.1,4.3000002,75.199997,1.2,0.30000001,79.099998,24,44891
Texas' 16th,TX-16,Democrat,Democratic,67.5,29.200001,49338,21324,2014,18.1,4.3000002,75.199997,1.2,0.30000001,79.099998,24,44891
Texas' 17th,TX-17,Endorsed Trump,Republican,41.3,56.799999,98070,134841,2018,64.800003,13.2,17.4,3,0.2,85.599998,29.700001,51151
Texas' 17th,TX-17,Endorsed Trump,Republican,32.4,64.599998,43049,85807,2014,64.800003,13.2,17.4,3,0.2,85.599998,29.700001,51151
Texas' 17th,TX-17,Endorsed Trump,Republican,35.2,60.799999,86603,149417,2016,64.800003,13.2,17.4,3,0.2,85.599998,29.700001,51151
Texas' 18th,TX-18,Democrat,Democratic,71.8,24.799999,76097,26249,2014,23.299999,46,25.5,4,0.1,76.400002,21.799999,44527
Texas' 18th,TX-18,Democrat,Democratic,75.2,20.799999,138704,38368,2018,23.299999,46,25.5,4,0.1,76.400002,21.799999,44527
Texas' 18th,TX-18,Democrat,Democratic,73.5,23.6,150157,48306,2016,23.299999,46,25.5,4,0.1,76.400002,21.799999,44527
Texas' 19th,TX-19,Republican,Republican,0,86.699997,0,176314,2016,61.700001,6.0999999,29.6,1,0.40000001,81.5,21.9,48548
Texas' 19th,TX-19,Republican,Republican,18.4,77.099998,21325,89326,2014,61.700001,6.0999999,29.6,1,0.40000001,81.5,21.9,48548
Texas' 19th,TX-19,Republican,Republican,24.8,75.199997,50039,151946,2018,61.700001,6.0999999,29.6,1,0.40000001,81.5,21.9,48548
Texas' 20th,TX-20,Democrat,Democratic,80.9,0,139038,0,2018,26.200001,5.5999999,64.599998,2.4000001,0.1,81.400002,24.1,50355
Texas' 20th,TX-20,Democrat,Democratic,79.7,0,149640,0,2016,26.200001,5.5999999,64.599998,2.4000001,0.1,81.400002,24.1,50355
Texas' 20th,TX-20,Democrat,Democratic,75.7,0,66554,0,2014,26.200001,5.5999999,64.599998,2.4000001,0.1,81.400002,24.1,50355
Texas' 21st,TX-21,Endorsed Trump,Republican,0,71.800003,0,135660,2014,68.800003,3.4000001,23.799999,2.4000001,0.2,93,45.400002,67354
Texas' 21st,TX-21,Endorsed Trump,Republican,47.6,50.200001,168421,177654,2018,68.800003,3.4000001,23.799999,2.4000001,0.2,93,45.400002,67354
Texas' 21st,TX-21,Endorsed Trump,Republican,36.4,57,129765,202967,2016,68.800003,3.4000001,23.799999,2.4000001,0.2,93,45.400002,67354
Texas' 22nd,TX-22,Endorsed Trump,Republican,40.5,59.5,123679,181864,2016,48.799999,14.4,20,15.2,0.30000001,90.599998,45.200001,93667
Texas' 22nd,TX-22,Endorsed Trump,Republican,31.6,66.5,47844,100861,2014,48.799999,14.4,20,15.2,0.30000001,90.599998,45.200001,93667
Texas' 22nd,TX-22,Endorsed Trump,Republican,46.5,51.400002,138153,152750,2018,48.799999,14.4,20,15.2,0.30000001,90.599998,45.200001,93667
Texas' 23rd,TX-23,Republican,Republican,48.7,49.200001,102359,103285,2018,31.1,3.8,62.700001,1.1,0.40000001,75.199997,21.5,52162
Texas' 23rd,TX-23,Republican,Republican,47.7,49.799999,55037,57459,2014,31.1,3.8,62.700001,1.1,0.40000001,75.199997,21.5,52162
Texas' 23rd,TX-23,Republican,Republican,47,48.299999,107526,110577,2016,31.1,3.8,62.700001,1.1,0.40000001,75.199997,21.5,52162
Texas' 24th,TX-24,Endorsed Trump,Republican,39.3,56.200001,108389,154845,2016,61.700001,12.1,15.1,8.8000002,0.30000001,90.300003,44.799999,70492
Texas' 24th,TX-24,Endorsed Trump,Republican,32.3,65,46548,93712,2014,61.700001,12.1,15.1,8.8000002,0.30000001,90.300003,44.799999,70492
Texas' 24th,TX-24,Endorsed Trump,Republican,47.5,50.599998,125231,133317,2018,61.700001,12.1,15.1,8.8000002,0.30000001,90.300003,44.799999,70492
Texas' 25th,TX-25,Endorsed Trump,Republican,44.8,53.5,136385,163023,2018,74.300003,7.0999999,14,2.4000001,0.30000001,89.900002,37,67263
Texas' 25th,TX-25,Endorsed Trump,Republican,37.7,58.299999,117073,180988,2016,74.300003,7.0999999,14,2.4000001,0.30000001,89.900002,37,67263
Texas' 25th,TX-25,Endorsed Trump,Republican,36.2,60.200001,64463,107120,2014,74.300003,7.0999999,14,2.4000001,0.30000001,89.900002,37,67263
Texas' 26th,TX-26,Endorsed Trump,Republican,29.6,66.400002,94507,211730,2016,73.300003,7.9000001,12.4,4.1999998,0.40000001,92.300003,42.700001,85433
Texas' 26th,TX-26,Endorsed Trump,Republican,0,82.699997,0,116944,2014,73.300003,7.9000001,12.4,4.1999998,0.40000001,92.300003,42.700001,85433
Texas' 26th,TX-26,Endorsed Trump,Republican,39,59.400002,121938,185551,2018,73.300003,7.9000001,12.4,4.1999998,0.40000001,92.300003,42.700001,85433
Texas' 27th,TX-27,Endorsed Trump,Republican,33.7,63.599998,44152,83342,2014,46.700001,5.3000002,45.900002,1.1,0.30000001,81.5,19.200001,53040
Texas' 27th,TX-27,Endorsed Trump,Republican,38.3,61.700001,88329,142251,2016,46.700001,5.3000002,45.900002,1.1,0.30000001,81.5,19.200001,53040
Texas' 27th,TX-27,Endorsed Trump,Republican,36.6,60.299999,75929,125118,2018,46.700001,5.3000002,45.900002,1.1,0.30000001,81.5,19.200001,53040
Texas' 28th,TX-28,Democrat,Democratic,82.1,0,62508,0,2014,23.9,5.5999999,68.5,1,0.1,71.300003,18,46733
Texas' 28th,TX-28,Democrat,Democratic,84.4,0,117494,0,2018,23.9,5.5999999,68.5,1,0.1,71.300003,18,46733
Texas' 28th,TX-28,Democrat,Democratic,66.2,31.299999,122086,57740,2016,23.9,5.5999999,68.5,1,0.1,71.300003,18,46733
Texas' 29th,TX-29,Democrat,Democratic,89.5,0,41321,0,2014,17.799999,16.299999,63.200001,2,0.30000001,60.700001,9.6000004,41301
Texas' 29th,TX-29,Democrat,Democratic,72.5,24,95649,31646,2016,17.799999,16.299999,63.200001,2,0.30000001,60.700001,9.6000004,41301
Texas' 29th,TX-29,Democrat,Democratic,75.1,23.9,88188,28098,2018,17.799999,16.299999,63.200001,2,0.30000001,60.700001,9.6000004,41301
Texas' 30th,TX-30,Democrat,Democratic,87.9,0,93041,0,2014,22.1,52.299999,22.200001,2,0.2,76.5,20.200001,44945
Texas' 30th,TX-30,Democrat,Democratic,81.6,15.1,170502,31518,2016,22.1,52.299999,22.200001,2,0.2,76.5,20.200001,44945
Texas' 30th,TX-30,Democrat,Democratic,91.1,0,166784,0,2018,22.1,52.299999,22.200001,2,0.2,76.5,20.200001,44945
Texas' 31st,TX-31,Endorsed Trump,Republican,32,64,45715,91607,2014,63.900002,11.1,19,3.5,0.30000001,91.900002,34.700001,68127
Texas' 31st,TX-31,Endorsed Trump,Republican,47.7,50.599998,136362,144680,2018,63.900002,11.1,19,3.5,0.30000001,91.900002,34.700001,68127
Texas' 31st,TX-31,Endorsed Trump,Republican,36.5,58.400002,103852,166060,2016,63.900002,11.1,19,3.5,0.30000001,91.900002,34.700001,68127
Texas' 32nd,TX-32,Endorsed Trump,Republican,0,71.099998,0,162868,2016,63,13.2,14.4,7.0999999,0.30000001,86.5,43.200001,68084
Texas' 32nd,TX-32,Endorsed Trump,Republican,35.4,61.799999,55325,96495,2014,63,13.2,14.4,7.0999999,0.30000001,86.5,43.200001,68084
Texas' 32nd,TX-32,Endorsed Trump,Democratic,52.3,45.799999,144067,126101,2018,63,13.2,14.4,7.0999999,0.30000001,86.5,43.200001,68084
Texas' 33rd,TX-33,Democrat,Democratic,76.2,21.9,90805,26120,2018,25.9,24.6,45.900002,2.5,0.2,58.5,9.6000004,39089
Texas' 33rd,TX-33,Democrat,Democratic,86.5,0,43769,0,2014,25.9,24.6,45.900002,2.5,0.2,58.5,9.6000004,39089
Texas' 33rd,TX-33,Democrat,Democratic,73.7,26.299999,93147,33222,2016,25.9,24.6,45.900002,2.5,0.2,58.5,9.6000004,39089
Texas' 34th,TX-34,Democrat,Democratic,59.5,38.599998,47503,30811,2014,19.6,1.6,77.900002,0.5,0.1,67.599998,15.4,37568
Texas' 34th,TX-34,Democrat,Democratic,60,40,85825,57243,2018,19.6,1.6,77.900002,0.5,0.1,67.599998,15.4,37568
Texas' 34th,TX-34,Democrat,Democratic,62.7,37.299999,104638,62323,2016,19.6,1.6,77.900002,0.5,0.1,67.599998,15.4,37568
Texas' 35th,TX-35,Democrat,Democratic,63.1,31.6,124612,62384,2016,34.200001,10.5,52.5,1.4,0.2,77.5,19.9,45959
Texas' 35th,TX-35,Democrat,Democratic,62.5,33.299999,60124,32040,2014,34.200001,10.5,52.5,1.4,0.2,77.5,19.9,45959
