district,code,endorsedtrump,party,demp,repp,demc,repc,year,white,black,latino,asianandpacificislander,native,highschoolorgreater,bachelorsdegreeorhigher,medianincome
Minnesota's 3rd,MN-03,Republican,Republican,43,56.700001,169243,223077,2016,86.300003,5.0999999,1.9,5,0.2,95.5,48.200001,85012
Minnesota's 3rd,MN-03,Democrat,Democratic,55.6,44.200001,202404,160839,2018,86.300003,5.0999999,1.9,5,0.2,95.5,48.200001,85012
Minnesota's 4th,MN-04,Democrat,Democratic,57.8,34.400002,203299,121032,2016,77.699997,7.9000001,3.8,8,0.5,91.599998,42.900002,66041
Minnesota's 4th,MN-04,Democrat,Democratic,66,29.700001,216865,97747,2018,77.699997,7.9000001,3.8,8,0.5,91.599998,42.900002,66041
Minnesota's 4th,MN-04,Democrat,Democratic,61.2,32.900002,147857,79492,2014,77.699997,7.9000001,3.8,8,0.5,91.599998,42.900002,66041
Minnesota's 5th,MN-05,Democrat,Democratic,69.1,22.299999,249964,80660,2016,75,13.2,3.5,4.5,0.89999998,90.400002,44.700001,58693
Minnesota's 5th,MN-05,Democrat,Democratic,70.8,24,167079,56577,2014,75,13.2,3.5,4.5,0.89999998,90.400002,44.700001,58693
Minnesota's 5th,MN-05,Democrat,Democratic,78,21.700001,267703,74440,2018,75,13.2,3.5,4.5,0.89999998,90.400002,44.700001,58693
Minnesota's 6th,MN-06,Endorsed Trump,Republican,34.3,65.599998,123008,235380,2016,93.300003,1.8,1.6,1.8,0.40000001,94.5,29.6,76698
Minnesota's 6th,MN-06,Endorsed Trump,Republican,38.7,61.099998,122332,192931,2018,93.300003,1.8,1.6,1.8,0.40000001,94.5,29.6,76698
Minnesota's 6th,MN-06,Endorsed Trump,Republican,38.4,56.299999,90926,133328,2014,93.300003,1.8,1.6,1.8,0.40000001,94.5,29.6,76698
Minnesota's 7th,MN-07,Democrat,Democratic,52.5,47.400002,173589,156952,2016,93.099998,0.80000001,2.3,0.5,2.3,91.099998,21.799999,54863
Minnesota's 7th,MN-07,Democrat,Democratic,52.1,47.799999,146672,134668,2018,93.099998,0.80000001,2.3,0.5,2.3,91.099998,21.799999,54863
Minnesota's 7th,MN-07,Democrat,Democratic,54.2,45.700001,130546,109955,2014,93.099998,0.80000001,2.3,0.5,2.3,91.099998,21.799999,54863
Minnesota's 8th,MN-08,Democrat,Democratic,48.5,47.099998,129090,125358,2014,93.800003,0.89999998,1.2,0.60000002,2.2,92.699997,23,53950
Minnesota's 8th,MN-08,Democrat,Democratic,50.2,49.599998,179098,177089,2016,93.800003,0.89999998,1.2,0.60000002,2.2,92.699997,23,53950
Minnesota's 8th,MN-08,Republican,Republican,45.2,50.700001,141950,159364,2018,93.800003,0.89999998,1.2,0.60000002,2.2,92.699997,23,53950
Missouri's 1st,MO-01,Democrat,Democratic,75.5,20,236993,62714,2016,46.5,47.900002,1.9,1.7,0.2,88.199997,31.1,43445
Missouri's 1st,MO-01,Democrat,Democratic,73,21.6,119315,35273,2014,46.5,47.900002,1.9,1.7,0.2,88.199997,31.1,43445
Missouri's 1st,MO-01,Democrat,Democratic,80.1,16.700001,219781,45867,2018,46.5,47.900002,1.9,1.7,0.2,88.199997,31.1,43445
Missouri's 2nd,MO-02,Republican,Republican,37.7,58.5,155689,241954,2016,90.800003,3.7,1.6,2.7,0.1,94.900002,48.799999,79339
Missouri's 2nd,MO-02,Republican,Republican,47.2,51.200001,177611,192477,2018,90.800003,3.7,1.6,2.7,0.1,94.900002,48.799999,79339
Missouri's 2nd,MO-02,Republican,Republican,32.6,64.099998,75384,148191,2014,90.800003,3.7,1.6,2.7,0.1,94.900002,48.799999,79339
Missouri's 3rd,MO-03,Endorsed Trump,Republican,32.8,65.099998,106589,211243,2018,93.199997,3.2,1.6,0.60000002,0.30000001,90.099998,25.299999,60476
Missouri's 3rd,MO-03,Endorsed Trump,Republican,27.9,67.800003,102891,249865,2016,93.199997,3.2,1.6,0.60000002,0.30000001,90.099998,25.299999,60476
Missouri's 3rd,MO-03,Endorsed Trump,Republican,27.1,68.300003,52021,130940,2014,93.199997,3.2,1.6,0.60000002,0.30000001,90.099998,25.299999,60476
Missouri's 4th,MO-04,Endorsed Trump,Republican,32.7,64.800003,95968,190138,2018,89.599998,4.5999999,2.5999999,1,0.5,88.599998,24.700001,48015
Missouri's 4th,MO-04,Endorsed Trump,Republican,27.8,67.800003,92510,225348,2016,89.599998,4.5999999,2.5999999,1,0.5,88.599998,24.700001,48015
Missouri's 4th,MO-04,Endorsed Trump,Republican,26.4,68.099998,46464,120014,2014,89.599998,4.5999999,2.5999999,1,0.5,88.599998,24.700001,48015
Missouri's 5th,MO-05,Democrat,Democratic,51.6,45,79256,69071,2014,70.599998,20.9,4.9000001,1.5,0.40000001,89.099998,27.200001,48178
Missouri's 5th,MO-05,Democrat,Democratic,58.8,38.200001,190766,123771,2016,70.599998,20.9,4.9000001,1.5,0.40000001,89.099998,27.200001,48178
Missouri's 5th,MO-05,Democrat,Democratic,61.7,35.599998,175019,101069,2018,70.599998,20.9,4.9000001,1.5,0.40000001,89.099998,27.200001,48178
Missouri's 6th,MO-06,Endorsed Trump,Republican,28.4,68,99692,238388,2016,90.800003,3.9000001,2.8,0.89999998,0.30000001,91.099998,27.4,57614
Missouri's 6th,MO-06,Endorsed Trump,Republican,32,65.400002,97660,199796,2018,90.800003,3.9000001,2.8,0.89999998,0.30000001,91.099998,27.4,57614
Missouri's 6th,MO-06,Endorsed Trump,Republican,29.5,66.699997,55157,124616,2014,90.800003,3.9000001,2.8,0.89999998,0.30000001,91.099998,27.4,57614
Missouri's 7th,MO-07,Endorsed Trump,Republican,27.4,67.5,92756,228692,2016,92.199997,1.7,2.5,0.89999998,0.89999998,88.699997,24,44601
Missouri's 7th,MO-07,Endorsed Trump,Republican,28.8,63.5,47282,104054,2014,92.199997,1.7,2.5,0.89999998,0.89999998,88.699997,24,44601
Missouri's 7th,MO-07,Endorsed Trump,Republican,30.1,66.199997,89190,196343,2018,92.199997,1.7,2.5,0.89999998,0.89999998,88.699997,24,44601
Missouri's 8th,MO-08,Endorsed Trump,Republican,22.7,74.400002,70009,229792,2016,92.5,4.4000001,1.3,0.30000001,0.40000001,82.599998,15.7,40529
Missouri's 8th,MO-08,Endorsed Trump,Republican,25,73.400002,66151,194042,2018,92.5,4.4000001,1.3,0.30000001,0.40000001,82.599998,15.7,40529
Missouri's 8th,MO-08,Endorsed Trump,Republican,24.3,66.699997,38721,106124,2014,92.5,4.4000001,1.3,0.30000001,0.40000001,82.599998,15.7,40529
Mississippi's 1st,MS-01,Endorsed Trump,Republican,28.9,67.900002,43713,102622,2014,70.5,26.799999,1.5,0.5,0.2,82.800003,19.9,44819
Mississippi's 1st,MS-01,Endorsed Trump,Republican,27.9,68.699997,83947,206455,2016,70.5,26.799999,1.5,0.5,0.2,82.800003,19.9,44819
Mississippi's 1st,MS-01,Endorsed Trump,Republican,32.4,66.900002,76601,158245,2018,70.5,26.799999,1.5,0.5,0.2,82.800003,19.9,44819
Mississippi's 2nd,MS-02,Democrat,Democratic,71.8,0,158921,0,2018,33.700001,64.099998,1.1,0.40000001,0.30000001,80,18.700001,34074
Mississippi's 2nd,MS-02,Democrat,Democratic,67.7,0,100688,0,2014,33.700001,64.099998,1.1,0.40000001,0.30000001,80,18.700001,34074
Mississippi's 2nd,MS-02,Democrat,Democratic,67.1,29.1,192343,83542,2016,33.700001,64.099998,1.1,0.40000001,0.30000001,80,18.700001,34074
Mississippi's 3rd,MS-03,Endorsed Trump,Republican,27.9,68.900002,47744,117771,2014,62.700001,34.200001,1.1,0.69999999,0.80000001,85.199997,25.6,44530
Mississippi's 3rd,MS-03,Endorsed Trump,Republican,30.4,66.199997,96101,209490,2016,62.700001,34.200001,1.1,0.69999999,0.80000001,85.199997,25.6,44530
Mississippi's 3rd,MS-03,Endorsed Trump,Republican,36.7,62.299999,94461,160284,2018,62.700001,34.200001,1.1,0.69999999,0.80000001,85.199997,25.6,44530
Mississippi's 4th,MS-04,Endorsed Trump,Republican,27.8,65,77505,181323,2016,72.599998,22.5,2.4000001,1.1,0.40000001,85.300003,20.9,44782
Mississippi's 4th,MS-04,Endorsed Trump,Republican,24.3,69.900002,37869,108776,2014,72.599998,22.5,2.4000001,1.1,0.40000001,85.300003,20.9,44782
Mississippi's 4th,MS-04,Endorsed Trump,Republican,30.7,68.199997,68787,152633,2018,72.599998,22.5,2.4000001,1.1,0.40000001,85.300003,20.9,44782
Montana's At-Large,MT-AL,Endorsed Trump,Republican,40.4,55.400002,148690,203871,2014,89.400002,0.40000001,2.7,0.5,5.3000002,93,30.700001,50801
Montana's At-Large,MT-AL,Endorsed Trump,Republican,40.5,56.200001,205919,285358,2016,89.400002,0.40000001,2.7,0.5,5.3000002,93,30.700001,50801
Montana's At-Large,MT-AL,Endorsed Trump,Republican,46.2,50.900002,233284,256661,2018,89.400002,0.40000001,2.7,0.5,5.3000002,93,30.700001,50801
North Carolina's 1st,NC-01,Democrat,Democratic,,,,,2014,47.799999,46,2.8,1.3,0.69999999,82.699997,26.799999,41998
North Carolina's 1st,NC-01,Democrat,Democratic,68.6,29,240661,101567,2016,47.799999,46,2.8,1.3,0.69999999,82.699997,26.799999,41998
North Carolina's 1st,NC-01,Democrat,Democratic,69.8,30.200001,190457,82218,2018,47.799999,46,2.8,1.3,0.69999999,82.699997,26.799999,41998
North Carolina's 2nd,NC-02,Endorsed Trump,Republican,43.3,56.700001,169082,221485,2016,71.900002,20.4,4.4000001,1.4,0.5,89.699997,34.700001,64502
North Carolina's 2nd,NC-02,Endorsed Trump,Republican,45.8,51.299999,151977,170072,2018,71.900002,20.4,4.4000001,1.4,0.5,89.699997,34.700001,64502
North Carolina's 2nd,NC-02,Endorsed Trump,Republican,,,,,2014,71.900002,20.4,4.4000001,1.4,0.5,89.699997,34.700001,64502
North Carolina's 3rd,NC-03,Endorsed Trump,Republican,0,100,0,187901,2018,71.900002,20.4,4.5999999,1.1,0.40000001,87.900002,22.5,48484
North Carolina's 3rd,NC-03,Endorsed Trump,Republican,32.8,67.199997,106170,217531,2016,71.900002,20.4,4.5999999,1.1,0.40000001,87.900002,22.5,48484
North Carolina's 3rd,NC-03,Endorsed Trump,Republican,,,,,2014,71.900002,20.4,4.5999999,1.1,0.40000001,87.900002,22.5,48484
North Carolina's 4th,NC-04,Democrat,Democratic,,,,,2014,65.599998,23.1,4,5.3000002,0.40000001,91.900002,53.099998,66982
North Carolina's 4th,NC-04,Democrat,Democratic,68.2,31.799999,279380,130161,2016,65.599998,23.1,4,5.3000002,0.40000001,91.900002,53.099998,66982
North Carolina's 4th,NC-04,Democrat,Democratic,72.4,24,247067,82052,2018,65.599998,23.1,4,5.3000002,0.40000001,91.900002,53.099998,66982
North Carolina's 5th,NC-05,Endorsed Trump,Republican,41.6,58.400002,147887,207625,2016,79.900002,14.5,3.5,1,0.30000001,84.900002,26.200001,44052
North Carolina's 5th,NC-05,Endorsed Trump,Republican,43,57,120468,159917,2018,79.900002,14.5,3.5,1,0.30000001,84.900002,26.200001,44052
North Carolina's 5th,NC-05,Endorsed Trump,Republican,,,,,2014,79.900002,14.5,3.5,1,0.30000001,84.900002,26.200001,44052
North Carolina's 6th,NC-06,Endorsed Trump,Republican,40.8,59.200001,143167,207983,2016,73.300003,20.700001,3.5,1.1,0.40000001,84.300003,23.700001,47256
North Carolina's 6th,NC-06,Endorsed Trump,Republican,,,,,2014,73.300003,20.700001,3.5,1.1,0.40000001,84.300003,23.700001,47256
North Carolina's 6th,NC-06,Endorsed Trump,Republican,43.5,56.5,123651,160709,2018,73.300003,20.700001,3.5,1.1,0.40000001,84.300003,23.700001,47256
North Carolina's 7th,NC-07,Endorsed Trump,Republican,39.1,60.900002,135905,211801,2016,74.599998,19.9,3,0.5,0.80000001,85.5,24.9,45716
North Carolina's 7th,NC-07,Endorsed Trump,Republican,42.8,55.5,120838,156809,2018,74.599998,19.9,3,0.5,0.80000001,85.5,24.9,45716
North Carolina's 7th,NC-07,Endorsed Trump,Republican,,,,,2014,74.599998,19.9,3,0.5,0.80000001,85.5,24.9,45716
North Carolina's 8th,NC-08,Endorsed Trump,Republican,44.7,55.299999,114119,141402,2018,66.900002,22.700001,5.6999998,1.7,1,88.400002,25.6,50110
North Carolina's 8th,NC-08,Endorsed Trump,Republican,41.2,58.799999,133182,189863,2016,66.900002,22.700001,5.6999998,1.7,1,88.400002,25.6,50110
North Carolina's 8th,NC-08,Endorsed Trump,Republican,,,,,2014,66.900002,22.700001,5.6999998,1.7,1,88.400002,25.6,50110
North Carolina's 9th,NC-09,Endorsed Trump,Republican,41.8,58.200001,139041,193452,2016,65.5,19.6,3.5999999,1.8,8.1999998,87.300003,33.099998,56003
North Carolina's 9th,NC-09,Endorsed Trump,Republican,,,,,2014,65.5,19.6,3.5999999,1.8,8.1999998,87.300003,33.099998,56003
North Carolina's 9th,NC-09,Endorsed Trump,Republican,48.9,49.299999,138341,139246,2018,65.5,19.6,3.5999999,1.8,8.1999998,87.300003,33.099998,56003
North Carolina's 10th,NC-10,Endorsed Trump,Republican,40.7,59.299999,113259,164969,2018,83.099998,11.8,2.5999999,1.2,0.30000001,85.300003,23.700001,45783
North Carolina's 10th,NC-10,Endorsed Trump,Republican,,,,,2014,83.099998,11.8,2.5999999,1.2,0.30000001,85.300003,23.700001,45783
North Carolina's 10th,NC-10,Endorsed Trump,Republican,36.9,63.099998,128919,220825,2016,83.099998,11.8,2.5999999,1.2,0.30000001,85.300003,23.700001,45783
North Carolina's 11th,NC-11,Endorsed Trump,Republican,,,,,2014,91.300003,3.2,2.2,0.89999998,1.4,85.599998,24.6,43833
North Carolina's 11th,NC-11,Endorsed Trump,Republican,38.7,59.200001,116508,178012,2018,91.300003,3.2,2.2,0.89999998,1.4,85.599998,24.6,43833
North Carolina's 11th,NC-11,Endorsed Trump,Republican,35.9,64.099998,129103,230405,2016,91.300003,3.2,2.2,0.89999998,1.4,85.599998,24.6,43833
North Carolina's 12th,NC-12,Democrat,Democratic,73.1,26.9,203974,75164,2018,49,39.700001,5.8000002,3.2,0.2,88.199997,39.400002,56061
North Carolina's 12th,NC-12,Democrat,Democratic,,,,,2014,49,39.700001,5.8000002,3.2,0.2,88.199997,39.400002,56061
North Carolina's 12th,NC-12,Democrat,Democratic,67,33,234115,115185,2016,49,39.700001,5.8000002,3.2,0.2,88.199997,39.400002,56061
North Carolina's 13th,NC-13,Republican,Republican,,,,,2014,71.5,22.200001,2.9000001,2,0.40000001,87.300003,28.1,48679
North Carolina's 13th,NC-13,Republican,Republican,43.9,56.099998,156049,199443,2016,71.5,22.200001,2.9000001,2,0.40000001,87.300003,28.1,48679
North Carolina's 13th,NC-13,Republican,Republican,45.5,51.5,130402,147570,2018,71.5,22.200001,2.9000001,2,0.40000001,87.300003,28.1,48679
North Dakota's At-Large,ND-AL,Endorsed Trump,Republican,38.5,55.5,95678,138100,2014,89.599998,1.6,2.4000001,0.60000002,4.4000001,92.300003,28.9,61285
North Dakota's At-Large,ND-AL,Endorsed Trump,Republican,35.6,60.200001,114377,193568,2018,89.599998,1.6,2.4000001,0.60000002,4.4000001,92.300003,28.9,61285
North Dakota's At-Large,ND-AL,Endorsed Trump,Republican,23.7,69.099998,80377,233980,2016,89.599998,1.6,2.4000001,0.60000002,4.4000001,92.300003,28.9,61285
Nebraska's 1st,NE-01,Republican,Republican,31.2,68.800003,55838,123219,2014,89.199997,2.5999999,4.5,1.6,0.89999998,92.099998,30.799999,57047
Nebraska's 1st,NE-01,Republican,Republican,30.5,69.5,83467,189771,2016,89.199997,2.5999999,4.5,1.6,0.89999998,92.099998,30.799999,57047
Nebraska's 1st,NE-01,Republican,Republican,39.6,60.400002,93069,141712,2018,89.199997,2.5999999,4.5,1.6,0.89999998,92.099998,30.799999,57047
Nebraska's 2nd,NE-02,Democrat,Democratic,49,45.700001,83872,78157,2014,82,9.1000004,5.4000001,1.6,0.30000001,90.800003,38.900002,62572
Nebraska's 2nd,NE-02,Republican,Republican,49,51,121770,126715,2018,82,9.1000004,5.4000001,1.6,0.30000001,90.800003,38.900002,62572
Nebraska's 2nd,NE-02,Republican,Republican,47.7,48.900002,137602,141066,2016,82,9.1000004,5.4000001,1.6,0.30000001,90.800003,38.900002,62572
Nebraska's 3rd,NE-03,Endorsed Trump,Republican,23.3,76.699997,49654,163650,2018,90.800003,0.80000001,6.1999998,0.60000002,0.69999999,89.800003,21.700001,51735
Nebraska's 3rd,NE-03,Endorsed Trump,Republican,24.6,75.400002,45524,139440,2014,90.800003,0.80000001,6.1999998,0.60000002,0.69999999,89.800003,21.700001,51735
Nebraska's 3rd,NE-03,Endorsed Trump,Republican,0,100,0,226720,2016,90.800003,0.80000001,6.1999998,0.60000002,0.69999999,89.800003,21.700001,51735
New Hampshire's 1st,NH-01,Democrat,Democratic,45.8,44.400002,161828,157011,2016,94.300003,0.89999998,2.3,1.3,0.1,93.099998,37,72003
New Hampshire's 1st,NH-01,Republican,Republican,48.1,51.700001,116769,125508,2014,94.300003,0.89999998,2.3,1.3,0.1,93.099998,37,72003
New Hampshire's 1st,NH-01,Democrat,Democratic,53.6,45,155884,130996,2018,94.300003,0.89999998,2.3,1.3,0.1,93.099998,37,72003
New Hampshire's 2nd,NH-02,Democrat,Democratic,55.5,42.200001,155358,117990,2018,93.900002,0.89999998,2.4000001,1.5,0.2,92.599998,35.099998,70531
New Hampshire's 2nd,NH-02,Democrat,Democratic,49.8,45.400002,174386,158960,2016,93.900002,0.89999998,2.4000001,1.5,0.2,92.599998,35.099998,70531
New Hampshire's 2nd,NH-02,Democrat,Democratic,54.9,44.900002,130679,106857,2014,93.900002,0.89999998,2.4000001,1.5,0.2,92.599998,35.099998,70531
New Jersey's 1st,NJ-01,Democrat,Democratic,60,36.799999,183231,112388,2016,68.900002,16.299999,9.5,4,0.1,89.699997,30.5,67666
New Jersey's 1st,NJ-01,Democrat,Democratic,57.4,39.400002,93315,64073,2014,68.900002,16.299999,9.5,4,0.1,89.699997,30.5,67666
New Jersey's 1st,NJ-01,Democrat,Democratic,64.4,33.299999,169628,87617,2018,68.900002,16.299999,9.5,4,0.1,89.699997,30.5,67666
New Jersey's 2nd,NJ-02,Republican,Republican,37.3,61.5,66026,108875,2014,73.199997,12,10.1,3.0999999,0.2,86.5,25.5,62007
New Jersey's 2nd,NJ-02,Democrat,Democratic,52.9,45.200001,136685,116866,2018,73.199997,12,10.1,3.0999999,0.2,86.5,25.5,62007
New Jersey's 2nd,NJ-02,Republican,Republican,37.2,59.200001,110838,176338,2016,73.199997,12,10.1,3.0999999,0.2,86.5,25.5,62007
New Jersey's 3rd,NJ-03,Endorsed Trump,Republican,44.4,54,82537,100471,2014,79.699997,9.8999996,5.8000002,2.8,0.1,92.900002,33.200001,77540
New Jersey's 3rd,NJ-03,Endorsed Trump,Republican,38.9,59.299999,127526,194596,2016,79.699997,9.8999996,5.8000002,2.8,0.1,92.900002,33.200001,77540
New Jersey's 3rd,NJ-03,Endorsed Trump,Democratic,50,48.700001,153473,149500,2018,79.699997,9.8999996,5.8000002,2.8,0.1,92.900002,33.200001,77540
New Jersey's 4th,NJ-04,Endorsed Trump,Republican,43.1,55.400002,126766,163065,2018,83.199997,6.1999998,6.0999999,3.5999999,0,92,39.400002,80949
New Jersey's 4th,NJ-04,Endorsed Trump,Republican,31.1,68,54415,118826,2014,83.199997,6.1999998,6.0999999,3.5999999,0,92,39.400002,80949
New Jersey's 4th,NJ-04,Endorsed Trump,Republican,33.5,63.700001,111532,211992,2016,83.199997,6.1999998,6.0999999,3.5999999,0,92,39.400002,80949
New Jersey's 5th,NJ-05,Republican,Republican,43.3,55.400002,81808,104678,2014,75.800003,4.6999998,10.8,7.9000001,0.1,93.400002,46.599998,98863
New Jersey's 5th,NJ-05,Democrat,Democratic,51.1,46.700001,172587,157690,2016,75.800003,4.6999998,10.8,7.9000001,0.1,93.400002,46.599998,98863
New Jersey's 5th,NJ-05,Democrat,Democratic,56.2,42.5,169546,128255,2018,75.800003,4.6999998,10.8,7.9000001,0.1,93.400002,46.599998,98863
New Jersey's 6th,NJ-06,Democrat,Democratic,59.9,38.900002,72190,46891,2014,58.700001,10.7,15.2,14.3,0.1,88.5,39.099998,80087
New Jersey's 6th,NJ-06,Democrat,Democratic,63.6,36.400002,140752,80443,2018,58.700001,10.7,15.2,14.3,0.1,88.5,39.099998,80087
New Jersey's 6th,NJ-06,Democrat,Democratic,63.7,34.900002,167895,91908,2016,58.700001,10.7,15.2,14.3,0.1,88.5,39.099998,80087
New Jersey's 7th,NJ-07,Endorsed Trump,Republican,38.8,59.299999,68232,104287,2014,78.900002,4.8000002,8.1000004,7.4000001,0,94.099998,52.200001,109061
New Jersey's 7th,NJ-07,Endorsed Trump,Democratic,51.7,46.700001,166985,150785,2018,78.900002,4.8000002,8.1000004,7.4000001,0,94.099998,52.200001,109061
New Jersey's 7th,NJ-07,Endorsed Trump,Republican,43.1,54.099998,148188,185850,2016,78.900002,4.8000002,8.1000004,7.4000001,0,94.099998,52.200001,109061
New Jersey's 8th,NJ-08,Democrat,Democratic,77,18.5,134733,32337,2016,34.700001,10.4,47.200001,6.5,0.2,78.900002,31.6,57012
New Jersey's 8th,NJ-08,Democrat,Democratic,78.1,18.700001,119881,28725,2018,34.700001,10.4,47.200001,6.5,0.2,78.900002,31.6,57012
New Jersey's 8th,NJ-08,Democrat,Democratic,77.4,19,61510,15141,2014,34.700001,10.4,47.200001,6.5,0.2,78.900002,31.6,57012
New Jersey's 9th,NJ-09,Democrat,Democratic,70.3,28.9,140832,57854,2018,47.299999,10.9,30,10.7,0.2,85.099998,33.099998,64936
New Jersey's 9th,NJ-09,Democrat,Democratic,69.7,28,162642,65376,2016,47.299999,10.9,30,10.7,0.2,85.099998,33.099998,64936
New Jersey's 9th,NJ-09,Democrat,Democratic,68.5,30.1,82498,36246,2014,47.299999,10.9,30,10.7,0.2,85.099998,33.099998,64936
New Jersey's 10th,NJ-10,Democrat,Democratic,87.6,10.1,175253,20191,2018,23.299999,54.099998,15.6,5.6999998,0.1,85.800003,28.4,50413
New Jersey's 10th,NJ-10,Democrat,Democratic,85.4,12.6,95734,14154,2014,23.299999,54.099998,15.6,5.6999998,0.1,85.800003,28.4,50413
New Jersey's 10th,NJ-10,Democrat,Democratic,85.7,11.9,190856,26450,2016,23.299999,54.099998,15.6,5.6999998,0.1,85.800003,28.4,50413
New Jersey's 11th,NJ-11,Endorsed Trump,Democratic,56.8,42.099998,183684,136322,2018,79.599998,3.5,8.3000002,7.5999999,0.1,94.5,52.799999,107027
New Jersey's 11th,NJ-11,Endorsed Trump,Republican,37.4,62.599998,65477,109455,2014,79.599998,3.5,8.3000002,7.5999999,0.1,94.5,52.799999,107027
New Jersey's 11th,NJ-11,Endorsed Trump,Republican,38.9,58,130162,194299,2016,79.599998,3.5,8.3000002,7.5999999,0.1,94.5,52.799999,107027
New Jersey's 12th,NJ-12,Democrat,Democratic,68.7,31.299999,173334,79041,2018,57.599998,18.1,10.8,12.3,0.1,89.300003,44,83770
New Jersey's 12th,NJ-12,Democrat,Democratic,61,36.5,90430,54168,2014,57.599998,18.1,10.8,12.3,0.1,89.300003,44,83770
New Jersey's 12th,NJ-12,Democrat,Democratic,62.9,32,181430,92407,2016,57.599998,18.1,10.8,12.3,0.1,89.300003,44,83770
New Mexico's 1st,NM-01,Democrat,Democratic,58.6,41.400002,105474,74558,2014,47.700001,2.5,42.400002,1.9,3.9000001,88,32.599998,49277
New Mexico's 1st,NM-01,Democrat,Democratic,59.1,36.299999,147336,90507,2018,47.700001,2.5,42.400002,1.9,3.9000001,88,32.599998,49277
New Mexico's 1st,NM-01,Democrat,Democratic,65.1,34.900002,181088,96879,2016,47.700001,2.5,42.400002,1.9,3.9000001,88,32.599998,49277
New Mexico's 2nd,NM-02,Endorsed Trump,Democratic,50.9,49.099998,101489,97767,2018,45.299999,1.9,46.099998,0.60000002,5.1999998,80.5,20.6,42508
New Mexico's 2nd,NM-02,Endorsed Trump,Republican,37.2,62.700001,85232,143514,2016,45.299999,1.9,46.099998,0.60000002,5.1999998,80.5,20.6,42508
New Mexico's 2nd,NM-02,Endorsed Trump,Republican,35.5,64.400002,52499,95209,2014,45.299999,1.9,46.099998,0.60000002,5.1999998,80.5,20.6,42508
New Mexico's 3rd,NM-03,Democrat,Democratic,63.4,31.200001,155201,76427,2018,42.900002,1.4,36.200001,0.89999998,17.4,86.199997,27.1,48925
New Mexico's 3rd,NM-03,Democrat,Democratic,62.4,37.599998,170612,102730,2016,42.900002,1.4,36.200001,0.89999998,17.4,86.199997,27.1,48925
New Mexico's 3rd,NM-03,Democrat,Democratic,61.5,38.400002,113249,70775,2014,42.900002,1.4,36.200001,0.89999998,17.4,86.199997,27.1,48925
Nevada's 1st,NV-01,Democrat,Democratic,66.2,30.9,100707,46978,2018,46.200001,13,28.299999,9.1999998,0.60000002,76.900002,15.2,40225
Nevada's 1st,NV-01,Democrat,Democratic,56.8,37.900002,45643,30413,2014,46.200001,13,28.299999,9.1999998,0.60000002,76.900002,15.2,40225
Nevada's 1st,NV-01,Democrat,Democratic,61.9,28.799999,116537,54174,2016,46.200001,13,28.299999,9.1999998,0.60000002,76.900002,15.2,40225
Nevada's 2nd,NV-02,Endorsed Trump,Republican,36.9,58.299999,115722,182676,2016,76.5,2,13.7,3.8,2.0999999,87.599998,26.1,58607
Nevada's 2nd,NV-02,Endorsed Trump,Republican,27.9,65.699997,52016,122402,2014,76.5,2,13.7,3.8,2.0999999,87.599998,26.1,58607
Nevada's 2nd,NV-02,Endorsed Trump,Republican,41.8,58.200001,120102,167435,2018,76.5,2,13.7,3.8,2.0999999,87.599998,26.1,58607
Nevada's 3rd,NV-03,Democrat,Democratic,51.9,42.799999,148501,122566,2018,63.900002,6.5999999,13.4,12.8,0.40000001,92.599998,31.799999,67191
Nevada's 3rd,NV-03,Democrat,Democratic,47.2,46,146869,142926,2016,63.900002,6.5999999,13.4,12.8,0.40000001,92.599998,31.799999,67191
Nevada's 3rd,NV-03,Republican,Republican,36.1,60.799999,52644,88528,2014,63.900002,6.5999999,13.4,12.8,0.40000001,92.599998,31.799999,67191
Nevada's 4th,NV-04,Democrat,Democratic,48.5,44.5,128985,118328,2016,55.5,15.6,18.799999,6.4000001,0.89999998,85.099998,20.4,56603
Nevada's 4th,NV-04,Republican,Republican,45.8,48.5,59844,63466,2014,55.5,15.6,18.799999,6.4000001,0.89999998,85.099998,20.4,56603
Nevada's 4th,NV-04,Democrat,Democratic,51.9,43.700001,121962,102748,2018,55.5,15.6,18.799999,6.4000001,0.89999998,85.099998,20.4,56603
New York's 1st,NY-01,Endorsed Trump,Republican,41,58.900002,121982,175168,2016,82.5,4.5,9,3,0.2,91.800003,35.299999,90378
New York's 1st,NY-01,Endorsed Trump,Republican,45.5,54.400002,78722,94035,2014,82.5,4.5,9,3,0.2,91.800003,35.299999,90378
New York's 1st,NY-01,Endorsed Trump,Republican,47.4,51.5,127991,139027,2018,82.5,4.5,9,3,0.2,91.800003,35.299999,90378
New York's 2nd,NY-02,Endorsed Trump,Republican,46.9,53.099998,113074,128078,2018,71.199997,9.3999996,15.5,2.8,0.1,88.300003,29.9,94336
New York's 2nd,NY-02,Endorsed Trump,Republican,30,68.300003,41814,95177,2014,71.199997,9.3999996,15.5,2.8,0.1,88.300003,29.9,94336
New York's 2nd,NY-02,Endorsed Trump,Republican,37.5,62.400002,105100,174961,2016,71.199997,9.3999996,15.5,2.8,0.1,88.300003,29.9,94336
New York's 3rd,NY-03,Democrat,Democratic,52.8,47.200001,162947,145706,2016,75.900002,3.0999999,7.1999998,12.8,0.1,92.800003,52,108136
